,Lat,Lon,,,,,,,,,,,,,,,,,,,,,start_building,target_building
2784,43.30658664,-1.976661522,,,,,,,,,,,,,,,,,,,,,2948,2942
2785,43.31360414,-1.984341277,,,,,,,,,,,,,,,,,,,,,927,3090
2786,43.30098807,-1.995511089,,,,,,,,,,,,,,,,,,,,,1613,5907
2787,43.29964417,-2.009165242,,,,,,,,,,,,,,,,,,,,,6154,1945
2788,43.32230495,-1.977715167,,,,,,,,,,,,,,,,,,,,,447,590
2789,43.31462003,-1.982678498,,,,,,,,,,,,,,,,,,,,,2952,3008
2790,43.3205651,-1.9769205,,,,,,,,,,,,,,,,,,,,,822,1647
2791,43.31667594,-1.983145706,,,,,,,,,,,,,,,,,,,,,793,6166
2792,43.31956341,-1.957918312,,,,,,,,,,,,,,,,,,,,,93,1295
2793,43.3111595,-2.0007594,,,,,,,,,,,,,,,,,,,,,1880,3964
2794,43.3189736,-1.974226983,,,,,,,,,,,,,,,,,,,,,65,2842
2795,43.32574188,-1.971791083,,,,,,,,,,,,,,,,,,,,,4015,579
2796,43.3139909,-1.980395964,,,,,,,,,,,,,,,,,,,,,3905,422
2797,43.31272376,-1.989229803,,,,,,,,,,,,,,,,,,,,,5974,3817
2798,43.32686016,-1.970216514,,,,,,,,,,,,,,,,,,,,,5315,915
2799,43.30265336,-1.989583179,,,,,,,,,,,,,,,,,,,,,5085,758
2800,43.3035705,-2.015825887,,,,,,,,,,,,,,,,,,,,,2274,1913
2801,43.31195645,-1.9885014,,,,,,,,,,,,,,,,,,,,,1293,3710
2802,43.3129215,-2.009739821,,,,,,,,,,,,,,,,,,,,,1678,5511
2803,43.32150528,-1.985767777,,,,,,,,,,,,,,,,,,,,,4869,34
2804,43.31028829,-2.012666349,,,,,,,,,,,,,,,,,,,,,607,5945
2805,43.3001842,-1.9803445,,,,,,,,,,,,,,,,,,,,,2826,4822
2806,43.32396414,-1.986716935,,,,,,,,,,,,,,,,,,,,,3365,8
2807,43.314579,-1.98754075,,,,,,,,,,,,,,,,,,,,,6203,3837
2808,43.32282614,-1.987693505,,,,,,,,,,,,,,,,,,,,,4857,6000
2809,43.30701153,-1.963433407,,,,,,,,,,,,,,,,,,,,,125,318
2810,43.30583402,-1.970815265,,,,,,,,,,,,,,,,,,,,,4548,302
2811,43.30868346,-1.980610747,,,,,,,,,,,,,,,,,,,,,40,413
2812,43.31840507,-1.970896719,,,,,,,,,,,,,,,,,,,,,785,1599
2813,43.3081061,-1.98350305,,,,,,,,,,,,,,,,,,,,,612,2952
2814,43.32305647,-1.990157087,,,,,,,,,,,,,,,,,,,,,86,69
2815,43.32491345,-1.985287577,,,,,,,,,,,,,,,,,,,,,527,10
2816,43.31295831,-1.983789583,,,,,,,,,,,,,,,,,,,,,3954,3618
2817,43.29703337,-1.954622271,,,,,,,,,,,,,,,,,,,,,2920,5131
2818,43.31807434,-1.973978604,,,,,,,,,,,,,,,,,,,,,2772,1877
2819,43.30855517,-1.966233665,,,,,,,,,,,,,,,,,,,,,2848,2925
2820,43.31660185,-1.935343871,,,,,,,,,,,,,,,,,,,,,1638,3226
2821,43.32138437,-1.97674069,,,,,,,,,,,,,,,,,,,,,1622,5994
2822,43.31265905,-1.9831987,,,,,,,,,,,,,,,,,,,,,623,3649
2823,43.3152443,-1.973572408,,,,,,,,,,,,,,,,,,,,,610,874
2824,43.32209896,-1.973412753,,,,,,,,,,,,,,,,,,,,,1868,629
2825,43.3166061,-1.966514437,,,,,,,,,,,,,,,,,,,,,1864,2896
2826,43.32279153,-1.9751234,,,,,,,,,,,,,,,,,,,,,2933,605
2827,43.3032463,-1.991814317,,,,,,,,,,,,,,,,,,,,,5978,4736
2828,43.31026465,-2.000814342,,,,,,,,,,,,,,,,,,,,,60,3953
2829,43.30310336,-2.000441153,,,,,,,,,,,,,,,,,,,,,273,3025
2830,43.32682158,-1.967673211,,,,,,,,,,,,,,,,,,,,,836,948
2831,43.31946166,-1.971055336,,,,,,,,,,,,,,,,,,,,,1889,1851
2832,43.32117032,-1.976594751,,,,,,,,,,,,,,,,,,,,,649,607
2833,43.32399521,-1.98742301,,,,,,,,,,,,,,,,,,,,,948,62
2834,43.31661535,-1.95659025,,,,,,,,,,,,,,,,,,,,,409,1499
2835,43.30575751,-1.980029678,,,,,,,,,,,,,,,,,,,,,5864,381
2836,43.3225724,-1.976662644,,,,,,,,,,,,,,,,,,,,,41,610
2837,43.32330555,-1.983591938,,,,,,,,,,,,,,,,,,,,,4094,88
2838,43.30577107,-2.006093401,,,,,,,,,,,,,,,,,,,,,1922,520
2839,43.31636654,-1.982034552,,,,,,,,,,,,,,,,,,,,,963,434
2840,43.30924475,-1.96639135,,,,,,,,,,,,,,,,,,,,,6134,2919
2841,43.31371925,-2.01074375,,,,,,,,,,,,,,,,,,,,,80,2058
2842,43.30979775,-1.972195181,,,,,,,,,,,,,,,,,,,,,89,445
2843,43.30583402,-1.970815265,,,,,,,,,,,,,,,,,,,,,3653,302
2844,43.3088685,-1.9676571,,,,,,,,,,,,,,,,,,,,,5173,4847
2845,43.3023982,-2.000658744,,,,,,,,,,,,,,,,,,,,,3877,2850
2846,43.30354766,-1.973603443,,,,,,,,,,,,,,,,,,,,,1013,567
2847,43.31900246,-1.9712603,,,,,,,,,,,,,,,,,,,,,3527,1852
2848,43.3130177,-1.9826571,,,,,,,,,,,,,,,,,,,,,599,3657
2849,43.30924475,-1.96639135,,,,,,,,,,,,,,,,,,,,,5325,2919
2850,43.31721169,-1.970887407,,,,,,,,,,,,,,,,,,,,,949,560
2851,43.31136244,-2.010465677,,,,,,,,,,,,,,,,,,,,,81,6245
2852,43.32361798,-1.988419945,,,,,,,,,,,,,,,,,,,,,813,65
2853,43.30742561,-2.014273352,,,,,,,,,,,,,,,,,,,,,54,2241
2854,43.31527868,-2.00207754,,,,,,,,,,,,,,,,,,,,,2519,3343
2855,43.30483066,-1.974267428,,,,,,,,,,,,,,,,,,,,,776,316
2856,43.31278408,-1.983070493,,,,,,,,,,,,,,,,,,,,,4666,3635
2857,43.31926005,-1.970606819,,,,,,,,,,,,,,,,,,,,,81,1878
2858,43.29936055,-1.9923225,,,,,,,,,,,,,,,,,,,,,6136,4655
2859,43.32227546,-1.964985094,,,,,,,,,,,,,,,,,,,,,909,4047
2860,43.32539669,-1.974165209,,,,,,,,,,,,,,,,,,,,,882,6088
2861,43.31019493,-2.014462628,,,,,,,,,,,,,,,,,,,,,471,2001
2862,43.30107589,-1.984008661,,,,,,,,,,,,,,,,,,,,,2854,796
2863,43.32005369,-1.982441802,,,,,,,,,,,,,,,,,,,,,4574,6210
2864,43.31083827,-2.003534335,,,,,,,,,,,,,,,,,,,,,6087,3978
2865,43.30935848,-1.966652169,,,,,,,,,,,,,,,,,,,,,5375,2922
2866,43.30338982,-1.980630269,,,,,,,,,,,,,,,,,,,,,4588,786
2867,43.31417542,-1.980540952,,,,,,,,,,,,,,,,,,,,,6176,6032
2868,43.31757982,-1.957426423,,,,,,,,,,,,,,,,,,,,,4101,1482
2869,43.32363752,-1.96848896,,,,,,,,,,,,,,,,,,,,,2956,725
2870,43.322334,-1.9585705,,,,,,,,,,,,,,,,,,,,,6179,4215
2871,43.32422562,-1.969867945,,,,,,,,,,,,,,,,,,,,,5307,3029
2872,43.30036617,-1.985330739,,,,,,,,,,,,,,,,,,,,,559,686
2873,43.31257011,-2.003867219,,,,,,,,,,,,,,,,,,,,,2431,3361
2874,43.31324658,-1.981061561,,,,,,,,,,,,,,,,,,,,,4534,5700
2875,43.30355044,-1.958792034,,,,,,,,,,,,,,,,,,,,,6151,6045
2876,43.31415033,-2.009826869,,,,,,,,,,,,,,,,,,,,,10,2060
2877,43.314579,-1.98754075,,,,,,,,,,,,,,,,,,,,,0,3837
2878,43.3005259,-1.9882449,,,,,,,,,,,,,,,,,,,,,3394,696
2879,43.29954388,-1.986584843,,,,,,,,,,,,,,,,,,,,,405,702
2880,43.30529578,-1.976334669,,,,,,,,,,,,,,,,,,,,,3071,292
2881,43.32550361,-1.964438645,,,,,,,,,,,,,,,,,,,,,1640,4111
2882,43.30947905,-2.0004837,,,,,,,,,,,,,,,,,,,,,5978,3982
2883,43.31200915,-1.967129426,,,,,,,,,,,,,,,,,,,,,5147,4549
2884,43.30122226,-1.981900977,,,,,,,,,,,,,,,,,,,,,2976,799
2885,43.31290152,-1.980825065,,,,,,,,,,,,,,,,,,,,,431,415
2886,43.31037957,-1.971444473,,,,,,,,,,,,,,,,,,,,,1862,439
2887,43.30535006,-1.993030328,,,,,,,,,,,,,,,,,,,,,2943,4639
2888,43.30317317,-1.977942752,,,,,,,,,,,,,,,,,,,,,5516,6058
2889,43.31453262,-1.980428145,,,,,,,,,,,,,,,,,,,,,1629,6036
2890,43.32330555,-1.983591938,,,,,,,,,,,,,,,,,,,,,3395,88
2891,43.30416685,-1.982366192,,,,,,,,,,,,,,,,,,,,,1565,5679
2892,43.31111171,-1.967470489,,,,,,,,,,,,,,,,,,,,,1008,4547
2893,43.31572565,-1.98421505,,,,,,,,,,,,,,,,,,,,,3363,3089
2894,43.3081061,-1.98350305,,,,,,,,,,,,,,,,,,,,,3379,2952
2895,43.30761745,-1.982799774,,,,,,,,,,,,,,,,,,,,,830,5861
2896,43.3144689,-1.98786255,,,,,,,,,,,,,,,,,,,,,49,3836
2897,43.32369775,-1.986017791,,,,,,,,,,,,,,,,,,,,,4125,54
2898,43.3009916,-1.99430875,,,,,,,,,,,,,,,,,,,,,607,649
2899,43.29399571,-1.991894829,,,,,,,,,,,,,,,,,,,,,2949,2019
2900,43.30404065,-1.980113752,,,,,,,,,,,,,,,,,,,,,2832,389
2901,43.30103885,-2.01157525,,,,,,,,,,,,,,,,,,,,,413,2738
2902,43.3169126,-1.984353862,,,,,,,,,,,,,,,,,,,,,3875,6189
2903,43.32237758,-1.985309868,,,,,,,,,,,,,,,,,,,,,2792,59
2904,43.3142098,-1.985116803,,,,,,,,,,,,,,,,,,,,,599,5978
2905,43.32264842,-1.986035045,,,,,,,,,,,,,,,,,,,,,909,56
2906,43.31273188,-2.015876085,,,,,,,,,,,,,,,,,,,,,6161,1998
2907,43.31125614,-1.97699933,,,,,,,,,,,,,,,,,,,,,91,1623
2908,43.31033547,-1.972943086,,,,,,,,,,,,,,,,,,,,,5127,1620
2909,43.32152914,-1.973042951,,,,,,,,,,,,,,,,,,,,,6061,872
2910,43.31783874,-1.981885527,,,,,,,,,,,,,,,,,,,,,274,6168
2911,43.32539669,-1.974165209,,,,,,,,,,,,,,,,,,,,,2927,6088
2912,43.30243057,-2.014512099,,,,,,,,,,,,,,,,,,,,,3589,1926
2913,43.3074765,-1.987290045,,,,,,,,,,,,,,,,,,,,,426,3754
2914,43.30623121,-1.975424137,,,,,,,,,,,,,,,,,,,,,400,299
2915,43.30308857,-2.018564745,,,,,,,,,,,,,,,,,,,,,65,4707
2916,43.32113325,-1.96758445,,,,,,,,,,,,,,,,,,,,,613,2824
2917,43.32043031,-1.971782622,,,,,,,,,,,,,,,,,,,,,3331,1895
2918,43.31191371,-1.990885143,,,,,,,,,,,,,,,,,,,,,4126,3818
2919,43.32279494,-1.97699954,,,,,,,,,,,,,,,,,,,,,6240,584
2920,43.30467046,-1.979803383,,,,,,,,,,,,,,,,,,,,,6083,386
2921,43.312075,-1.973057984,,,,,,,,,,,,,,,,,,,,,87,1615
2922,43.30981991,-1.971416631,,,,,,,,,,,,,,,,,,,,,69,441
2923,43.31508497,-1.985171184,,,,,,,,,,,,,,,,,,,,,5561,5973
2924,43.29459769,-1.955271517,,,,,,,,,,,,,,,,,,,,,923,116
2925,43.30077543,-2.00912984,,,,,,,,,,,,,,,,,,,,,3678,1961
2926,43.30330957,-1.977150103,,,,,,,,,,,,,,,,,,,,,6000,6053
2927,43.29464035,-1.95334114,,,,,,,,,,,,,,,,,,,,,4845,1043
2928,43.32032405,-1.96367185,,,,,,,,,,,,,,,,,,,,,1622,2955
2929,43.31269235,-1.98505765,,,,,,,,,,,,,,,,,,,,,1818,3624
2930,43.32482547,-1.990089346,,,,,,,,,,,,,,,,,,,,,6055,5315
2931,43.31979205,-1.956646719,,,,,,,,,,,,,,,,,,,,,593,1167
2932,43.31864345,-1.94965499,,,,,,,,,,,,,,,,,,,,,1596,1306
2933,43.31124267,-2.005670965,,,,,,,,,,,,,,,,,,,,,2034,6258
2934,43.3097998,-1.968149086,,,,,,,,,,,,,,,,,,,,,5940,453
2935,43.31116316,-2.012956065,,,,,,,,,,,,,,,,,,,,,672,2468
2936,43.311818,-1.983776728,,,,,,,,,,,,,,,,,,,,,600,3614
2937,43.31667594,-1.983145706,,,,,,,,,,,,,,,,,,,,,5677,6166
2938,43.31519667,-1.961793591,,,,,,,,,,,,,,,,,,,,,5321,3535
2939,43.30301335,-1.976311002,,,,,,,,,,,,,,,,,,,,,607,6065
2940,43.3180907,-1.971658518,,,,,,,,,,,,,,,,,,,,,3992,1603
2941,43.3150554,-1.976669174,,,,,,,,,,,,,,,,,,,,,3964,2840
2942,43.31027143,-1.975586204,,,,,,,,,,,,,,,,,,,,,62,5522
2943,43.30936625,-1.968005123,,,,,,,,,,,,,,,,,,,,,2,452
2944,43.31484443,-2.008477263,,,,,,,,,,,,,,,,,,,,,3676,4575
2945,43.30492979,-1.974049933,,,,,,,,,,,,,,,,,,,,,2810,317
2946,43.31783497,-1.967442173,,,,,,,,,,,,,,,,,,,,,1244,553
2947,43.3180358,-2.01112265,,,,,,,,,,,,,,,,,,,,,3652,2041
2948,43.31531453,-2.005253409,,,,,,,,,,,,,,,,,,,,,263,3390
2949,43.3154489,-2.0056768,,,,,,,,,,,,,,,,,,,,,3070,829
2950,43.32043375,-1.97128805,,,,,,,,,,,,,,,,,,,,,4816,1901
2951,43.3142098,-1.985116803,,,,,,,,,,,,,,,,,,,,,4706,5978
2952,43.32421163,-1.972449533,,,,,,,,,,,,,,,,,,,,,131,626
2953,43.31159679,-1.97095472,,,,,,,,,,,,,,,,,,,,,6152,1611
2954,43.32581863,-1.966916659,,,,,,,,,,,,,,,,,,,,,2471,4074
2955,43.30921885,-1.967473438,,,,,,,,,,,,,,,,,,,,,3640,449
2956,43.31187615,-1.9841363,,,,,,,,,,,,,,,,,,,,,2862,3608
2957,43.31325875,-1.98581715,,,,,,,,,,,,,,,,,,,,,592,3647
2958,43.3068927,-1.9626949,,,,,,,,,,,,,,,,,,,,,1596,5199
2959,43.31920465,-1.96982775,,,,,,,,,,,,,,,,,,,,,2906,1561
2960,43.30357732,-1.977059112,,,,,,,,,,,,,,,,,,,,,596,295
2961,43.32007844,-1.979524984,,,,,,,,,,,,,,,,,,,,,1453,6178
2962,43.3012279,-2.001854676,,,,,,,,,,,,,,,,,,,,,5996,1704
2963,43.3076671,-2.0025139,,,,,,,,,,,,,,,,,,,,,153,2995
2964,43.31688282,-1.958215646,,,,,,,,,,,,,,,,,,,,,6181,1471
2965,43.31263545,-1.9843392,,,,,,,,,,,,,,,,,,,,,442,3625
2966,43.3153504,-2.0023123,,,,,,,,,,,,,,,,,,,,,8,3346
2967,43.29677761,-2.008264751,,,,,,,,,,,,,,,,,,,,,471,1715
2968,43.31532648,-2.004365755,,,,,,,,,,,,,,,,,,,,,91,3388
2969,43.31960434,-1.976577028,,,,,,,,,,,,,,,,,,,,,6063,1651
2970,43.30250659,-1.979455219,,,,,,,,,,,,,,,,,,,,,78,397
2971,43.31865709,-1.956544921,,,,,,,,,,,,,,,,,,,,,6088,1219
2972,43.31348499,-1.986004578,,,,,,,,,,,,,,,,,,,,,1482,3652
2973,43.30098432,-2.009226038,,,,,,,,,,,,,,,,,,,,,3654,1963
2974,43.3107287,-1.970772074,,,,,,,,,,,,,,,,,,,,,2980,1610
2975,43.3186667,-1.981458239,,,,,,,,,,,,,,,,,,,,,6210,6175
2976,43.31749319,-1.937512978,,,,,,,,,,,,,,,,,,,,,1078,3489
2977,43.3045315,-1.973583493,,,,,,,,,,,,,,,,,,,,,1560,305
2978,43.30061975,-2.001169523,,,,,,,,,,,,,,,,,,,,,1602,1708
2979,43.31946166,-1.971055336,,,,,,,,,,,,,,,,,,,,,4548,1851
2980,43.31540987,-1.965150414,,,,,,,,,,,,,,,,,,,,,727,3044
2981,43.29943611,-1.989922334,,,,,,,,,,,,,,,,,,,,,5375,669
2982,43.32337423,-1.975282958,,,,,,,,,,,,,,,,,,,,,3758,1891
2983,43.31873909,-1.979554369,,,,,,,,,,,,,,,,,,,,,1878,6179
2984,43.32293037,-1.986988907,,,,,,,,,,,,,,,,,,,,,961,38
2985,43.32369086,-1.97054046,,,,,,,,,,,,,,,,,,,,,93,2828
2986,43.31472612,-2.007860726,,,,,,,,,,,,,,,,,,,,,3029,4593
2987,43.31585182,-2.003853444,,,,,,,,,,,,,,,,,,,,,953,3369
2988,43.32809531,-1.970007888,,,,,,,,,,,,,,,,,,,,,3708,890
2989,43.31448476,-1.980549533,,,,,,,,,,,,,,,,,,,,,75,6035
2990,43.31083827,-2.003534335,,,,,,,,,,,,,,,,,,,,,2958,3978
2991,43.31539045,-2.00357235,,,,,,,,,,,,,,,,,,,,,586,3380
2992,43.32141655,-1.986534188,,,,,,,,,,,,,,,,,,,,,3603,5516
2993,43.30662863,-1.981642344,,,,,,,,,,,,,,,,,,,,,3094,5376
2994,43.30862637,-1.971282871,,,,,,,,,,,,,,,,,,,,,1674,442
2995,43.30210229,-1.975206615,,,,,,,,,,,,,,,,,,,,,888,313
2996,43.2990988,-1.990053331,,,,,,,,,,,,,,,,,,,,,3363,670
2997,43.30848451,-1.979114649,,,,,,,,,,,,,,,,,,,,,5917,409
2998,43.32317955,-1.97508515,,,,,,,,,,,,,,,,,,,,,6163,5561
2999,43.3117345,-1.955910729,,,,,,,,,,,,,,,,,,,,,2967,3555
3000,43.31560555,-1.96601735,,,,,,,,,,,,,,,,,,,,,2814,3046
3001,43.31017069,-1.966575635,,,,,,,,,,,,,,,,,,,,,1897,406
3002,43.30837225,-1.976451646,,,,,,,,,,,,,,,,,,,,,629,6155
3003,43.30759837,-1.964483354,,,,,,,,,,,,,,,,,,,,,1650,324
3004,43.30923807,-1.980585367,,,,,,,,,,,,,,,,,,,,,3656,6070
3005,43.3159151,-1.972435424,,,,,,,,,,,,,,,,,,,,,5320,2985
3006,43.30745599,-2.003185427,,,,,,,,,,,,,,,,,,,,,605,2996
3007,43.31402459,-2.007463019,,,,,,,,,,,,,,,,,,,,,1,3384
3008,43.30962785,-2.011453925,,,,,,,,,,,,,,,,,,,,,2836,2430
3009,43.3027476,-1.9618257,,,,,,,,,,,,,,,,,,,,,4822,5056
3010,43.32017265,-1.976422951,,,,,,,,,,,,,,,,,,,,,2990,1638
3011,43.32043375,-1.97128805,,,,,,,,,,,,,,,,,,,,,1847,1901
3012,43.31946116,-1.983985019,,,,,,,,,,,,,,,,,,,,,978,6208
3013,43.326907,-1.970432629,,,,,,,,,,,,,,,,,,,,,10,921
3014,43.3151055,-2.0062274,,,,,,,,,,,,,,,,,,,,,84,825
3015,43.31321141,-1.971948547,,,,,,,,,,,,,,,,,,,,,1626,5484
3016,43.31598035,-1.973561377,,,,,,,,,,,,,,,,,,,,,1622,2983
3017,43.31896164,-1.980666736,,,,,,,,,,,,,,,,,,,,,5170,6181
3018,43.31783874,-1.981885527,,,,,,,,,,,,,,,,,,,,,63,6168
3019,43.31459561,-1.980298712,,,,,,,,,,,,,,,,,,,,,628,6037
3020,43.30642865,-2.00645545,,,,,,,,,,,,,,,,,,,,,2303,1657
3021,43.31490956,-1.986302829,,,,,,,,,,,,,,,,,,,,,5379,3664
3022,43.30771808,-2.004475623,,,,,,,,,,,,,,,,,,,,,1889,2477
3023,43.30137966,-2.005162919,,,,,,,,,,,,,,,,,,,,,449,1677
3024,43.31632559,-1.985569198,,,,,,,,,,,,,,,,,,,,,2991,475
3025,43.32138105,-1.967477868,,,,,,,,,,,,,,,,,,,,,3523,2817
3026,43.32495997,-1.973978796,,,,,,,,,,,,,,,,,,,,,835,580
3027,43.31777735,-1.97240145,,,,,,,,,,,,,,,,,,,,,3514,1592
3028,43.32246441,-1.975184877,,,,,,,,,,,,,,,,,,,,,4546,601
3029,43.32141655,-1.986534188,,,,,,,,,,,,,,,,,,,,,305,5516
3030,43.32323589,-1.985790503,,,,,,,,,,,,,,,,,,,,,1867,6197
3031,43.31133871,-1.999881032,,,,,,,,,,,,,,,,,,,,,6032,3916
3032,43.32179793,-1.972561203,,,,,,,,,,,,,,,,,,,,,2861,1893
3033,43.31789712,-1.980046345,,,,,,,,,,,,,,,,,,,,,3527,6191
3034,43.31849665,-1.95957455,,,,,,,,,,,,,,,,,,,,,5913,1453
3035,43.3249147,-1.985296651,,,,,,,,,,,,,,,,,,,,,822,6195
3036,43.31986349,-1.972001525,,,,,,,,,,,,,,,,,,,,,3510,1875
3037,43.31640056,-1.971347622,,,,,,,,,,,,,,,,,,,,,1872,557
3038,43.32150528,-1.985767777,,,,,,,,,,,,,,,,,,,,,399,34
3039,43.31362205,-1.984170308,,,,,,,,,,,,,,,,,,,,,3628,3648
3040,43.30002039,-2.00221309,,,,,,,,,,,,,,,,,,,,,949,5898
3041,43.3035705,-2.015825887,,,,,,,,,,,,,,,,,,,,,6155,1913
3042,43.31928704,-1.976629771,,,,,,,,,,,,,,,,,,,,,5975,1650
3043,43.31569513,-1.976199328,,,,,,,,,,,,,,,,,,,,,329,2839
3044,43.31956035,-1.97243055,,,,,,,,,,,,,,,,,,,,,3637,5379
3045,43.31170665,-1.96684375,,,,,,,,,,,,,,,,,,,,,5209,4533
3046,43.32358423,-1.988590559,,,,,,,,,,,,,,,,,,,,,6228,66
3047,43.31210979,-1.97233648,,,,,,,,,,,,,,,,,,,,,888,1616
3048,43.31330902,-1.983297988,,,,,,,,,,,,,,,,,,,,,415,3643
3049,43.30404165,-1.981321138,,,,,,,,,,,,,,,,,,,,,3992,5680
3050,43.312203,-1.9883654,,,,,,,,,,,,,,,,,,,,,1870,3709
3051,43.31437318,-1.986967768,,,,,,,,,,,,,,,,,,,,,1855,3663
3052,43.31707896,-1.968728523,,,,,,,,,,,,,,,,,,,,,4130,886
3053,43.31153875,-1.972381208,,,,,,,,,,,,,,,,,,,,,104,6192
3054,43.31393438,-1.984449065,,,,,,,,,,,,,,,,,,,,,6058,4625
3055,43.32042672,-1.973565376,,,,,,,,,,,,,,,,,,,,,5945,1870
3056,43.30601053,-1.997853657,,,,,,,,,,,,,,,,,,,,,6257,3018
3057,43.31906043,-1.972334819,,,,,,,,,,,,,,,,,,,,,2825,1856
3058,43.3018452,-1.9976225,,,,,,,,,,,,,,,,,,,,,3657,633
3059,43.31552794,-2.002097158,,,,,,,,,,,,,,,,,,,,,2980,3334
3060,43.3187841,-1.97012165,,,,,,,,,,,,,,,,,,,,,415,1591
3061,43.32207958,-1.984634334,,,,,,,,,,,,,,,,,,,,,1566,3253
3062,43.32310392,-1.976628407,,,,,,,,,,,,,,,,,,,,,3534,6132
3063,43.30291746,-1.989777697,,,,,,,,,,,,,,,,,,,,,1016,759
3064,43.31252841,-2.001864623,,,,,,,,,,,,,,,,,,,,,4807,3873
3065,43.31813864,-1.981085082,,,,,,,,,,,,,,,,,,,,,1592,6176
3066,43.31360414,-1.984341277,,,,,,,,,,,,,,,,,,,,,4665,3090
3067,43.31986349,-1.972001525,,,,,,,,,,,,,,,,,,,,,1638,1875
3068,43.31898795,-1.971574266,,,,,,,,,,,,,,,,,,,,,2905,1863
3069,43.31892845,-1.970316067,,,,,,,,,,,,,,,,,,,,,3512,1602
3070,43.32373549,-1.984431975,,,,,,,,,,,,,,,,,,,,,1863,77
3071,43.30915718,-2.008027898,,,,,,,,,,,,,,,,,,,,,1661,3323
3072,43.31667594,-1.983145706,,,,,,,,,,,,,,,,,,,,,1891,6166
3073,43.30865266,-2.003885176,,,,,,,,,,,,,,,,,,,,,1964,1801
3074,43.30815351,-1.980519159,,,,,,,,,,,,,,,,,,,,,48,6081
3075,43.31139898,-1.967194303,,,,,,,,,,,,,,,,,,,,,5097,4539
3076,43.31021781,-2.01236331,,,,,,,,,,,,,,,,,,,,,4759,5946
3077,43.30940425,-1.9868465,,,,,,,,,,,,,,,,,,,,,5998,5853
3078,43.32198113,-1.9872068,,,,,,,,,,,,,,,,,,,,,5976,2844
3079,43.32007844,-1.979524984,,,,,,,,,,,,,,,,,,,,,4140,6178
3080,43.3078683,-2.016168134,,,,,,,,,,,,,,,,,,,,,3541,2245
3081,43.31178472,-1.988471856,,,,,,,,,,,,,,,,,,,,,1891,3692
3082,43.30846885,-1.9766279,,,,,,,,,,,,,,,,,,,,,998,5552
3083,43.30947798,-2.003819866,,,,,,,,,,,,,,,,,,,,,973,569
3084,43.3135809,-1.9840527,,,,,,,,,,,,,,,,,,,,,6020,3092
3085,43.3054775,-2.016057278,,,,,,,,,,,,,,,,,,,,,1639,2446
3086,43.31114688,-1.968323628,,,,,,,,,,,,,,,,,,,,,2915,4556
3087,43.30100173,-1.975730541,,,,,,,,,,,,,,,,,,,,,4547,130
3088,43.30292803,-1.979449739,,,,,,,,,,,,,,,,,,,,,1873,396
3089,43.3263514,-1.96630205,,,,,,,,,,,,,,,,,,,,,3067,4081
3090,43.3081061,-1.98350305,,,,,,,,,,,,,,,,,,,,,2000,2952
3091,43.32472702,-1.975108031,,,,,,,,,,,,,,,,,,,,,3762,593
3092,43.30689665,-1.983066135,,,,,,,,,,,,,,,,,,,,,471,2947
3093,43.32230495,-1.977715167,,,,,,,,,,,,,,,,,,,,,5679,590
3094,43.32005369,-1.982441802,,,,,,,,,,,,,,,,,,,,,611,6210
3095,43.30954797,-2.007320562,,,,,,,,,,,,,,,,,,,,,2950,6260
3096,43.31028829,-2.012666349,,,,,,,,,,,,,,,,,,,,,1636,5945
3097,43.32037498,-1.969711774,,,,,,,,,,,,,,,,,,,,,6081,2800
3098,43.31946116,-1.983985019,,,,,,,,,,,,,,,,,,,,,1563,6208
3099,43.32279494,-1.97699954,,,,,,,,,,,,,,,,,,,,,4196,584
3100,43.30060697,-2.006443159,,,,,,,,,,,,,,,,,,,,,318,1673
3101,43.30283802,-2.007348269,,,,,,,,,,,,,,,,,,,,,1982,4866
3102,43.31818803,-1.970812433,,,,,,,,,,,,,,,,,,,,,2451,1583
3103,43.30977476,-1.972902244,,,,,,,,,,,,,,,,,,,,,5133,1619
3104,43.30634584,-1.980281501,,,,,,,,,,,,,,,,,,,,,588,401
3105,43.3134226,-1.990545385,,,,,,,,,,,,,,,,,,,,,4567,3813
3106,43.32714792,-1.969532289,,,,,,,,,,,,,,,,,,,,,3773,940
3107,43.31717403,-1.97390996,,,,,,,,,,,,,,,,,,,,,307,1853
3108,43.32346886,-1.982734068,,,,,,,,,,,,,,,,,,,,,1023,1227
3109,43.3001069,-1.991331792,,,,,,,,,,,,,,,,,,,,,771,675
3110,43.3186322,-1.976732148,,,,,,,,,,,,,,,,,,,,,3779,1646
3111,43.32010963,-1.968364238,,,,,,,,,,,,,,,,,,,,,693,2770
3112,43.30048475,-1.978182771,,,,,,,,,,,,,,,,,,,,,3553,4687
3113,43.31636654,-1.982034552,,,,,,,,,,,,,,,,,,,,,396,434
3114,43.30112419,-2.001225445,,,,,,,,,,,,,,,,,,,,,1853,1707
3115,43.31213521,-1.971568122,,,,,,,,,,,,,,,,,,,,,1179,1617
3116,43.30625799,-1.974930452,,,,,,,,,,,,,,,,,,,,,2920,298
3117,43.30404065,-1.980113752,,,,,,,,,,,,,,,,,,,,,6133,389
3118,43.30768305,-1.980705688,,,,,,,,,,,,,,,,,,,,,5864,2848
3119,43.31007075,-2.001327313,,,,,,,,,,,,,,,,,,,,,5374,3987
3120,43.31164175,-2.007673397,,,,,,,,,,,,,,,,,,,,,4693,3326
